text,label
"what is the tariff for a hundred for 400",2
"I need a tariff of 100 mbit to fly",2
"what's up with the tariff of 100 mbit for 400",2
"I'm looking for the cheapest tariff for 10 mbit",3
"is there a tariff for 10 mbit for 100?",3
"adjust the tariff for 10 mbit per hundred",3
"is there the cheapest tariff?",3
"I want a cheap tariff for 10 mbit",3
"in short, I need a tariff for 10 mbit for 100",3
"Kaspersky antivirus is needed for a hundred",4
"buy Kaspersky antivirus for 100",4
"how much does Kaspersky cost for a month",4
"give me Kaspersky antivirus for a month",4
"kaspersky antivirus for a hundred what for prices?",4
"give me shorter Kaspersky for a month",4
"a dedicated ip is urgently needed for money",5
"cut down a separate ip for 100",5
"let's have a separate ip how much does it cost",5
"a dedicated ip is needed, what is the connection",5
"how is it with a dedicated ip, we connect",5
"we need an ip for ourselves separately",5
"we need to adjust the personal manager",6
"connect the manager for a hundred", 6
"we need our manager in touch", 6
"let the manager solve the issues",6
"how much is the personal manager there is it worth it",6
"shorter than the manager, I'm over 100",6
"do you have a branded router?",7
"let's get a branded router how much is it",7
"how can I connect a branded router",7
"I need your branded router for business",7
"what about a branded router",7
"I want the Internet with your branded router",7
"what is the fastest tariff for 800",1
"I need a tariff with maximum speed is needed",1
"cut me a tariff with max speed",1
"is there a hundred for 400?",2
"how is the tariff for 100 mbit for 400",2
"let's get the cheapest tariff for 10",3
"Kaspersky anti-virus how to connect",4
"dedicated ip is needed clearly",5
"the manager to be in touch",6
"give me a branded router", 7
"I want the most powerful tariff",1
"turn on the tariff for 100 Mbit",2
"10 mbit is needed cheap",3
"antivirus from Casper is needed",4
"dedicated ip",5
"manager to pick up",6
"your branded router",7
"you need the maximum Internet clearly",1
"cut to 100 Mbit",2
"I want a cheaper tariff",3
"connect the antivirus",4
"dedicated ip",5
"manager for questions",6
"cut down the branded router",7
"I want the maximum tariff",1
"100 Mbit Internet cut",2
"cheap tariff come on",3
"cut down the antivirus",4
"separate ip address",5
"manager to help",6
"I need your router",7
"I need max Internet",1
"100 Mbit tariff",2
"cheaper tariff",3
"I need an antivirus",4
"dedicated ip",5
"manager here",6
"your router",7
"turn on the maximum",1
"100 mbit how",2
"ten mbit cheaper",3
"antivirus for a month",4
"ip needed",5
"let's get a manager",6
"branded router",7
"I want a max tariff",1
"Internet for 100 Mbit",2
"Internet to be cheaper",3
"antexpress is needed",4
"separate ip",5
"manager to be nearby",6
"branded router is needed",7
"tariff at maximum speed",1
"100 Mbit urgently needed",2
"cheaper tariff needed",3
"antivirus from Casper",4
"dedicated ip connect",5
"personal manager needed",6
"cut down the branded router",7
"maximum Internet",1
"what's like 100 Mbit",2
"ten mbit budget",3
"cut down the antivirus",4
"need a dedicated ip",5
"connect the manager",6
"cut down the router",7
"the fastest Internet",1
"turn on 100 mbit",2
"what's cheaper there",3
"Kaspersky anti-virus",4
"I need a dedicated ip",5
"manager for questions",6
"your branded router",7
"I need a max tariff",1
"turn on 100 mbit",2
"tariff for a cheaper Internet",3
"connect antivirus",4
"dedicated ip nada",5
"subtract the manager",6
"I need your router",7
"maximum I need",1
"sotka tariff",2
"10 Mbit is cheaper",3
"I need an antivirus",4
"dedicated ip plug",5
"I need a manager",6
"turn off the router",7
"I have the coolest tariff",1
"let's have an Internet weave",2
"what is cheap",3
"Kaspersky antivirus is needed",4
"turn on dedicated ip",5
"I want a manager",6
"branded router",7
"I have the maximum tariff",1
"connect the Internet 100 Mbit",2
"cheap tariff",3
"Kaspersky antivirus is needed",4
"separate ip",5
"personal manager",6
"your router",7
"I need a powerful tariff",1
"turn on 100 Mbit",2
"cheaper Internet",3
"I need an antivirus",4
"ip for work",5
"connect the manager",6
"your router is needed",7
"you need a maximum tariff",1
"Internet weaving",2
"Internet is the cheapest",3
"you need to connect an antivirus",4
"you need a dedicated ip",5
"manager for questions",6
"connect a branded router",7
"maximum Internet",1
"100 mbit Internet",2
"cheaper nada tariff",3
"Kaspersky I need",4
"ip dedicated to the Internet",5
"personal manager here",6
"your router is needed",7
"tariff with maximum speed",1
"connect a hundred",2
"tariff the cheapest",3
"Kaspersky is needed",4
"turn on a dedicated ip",5
"a manager to solve issues",6
"connect a branded router",7
"I want the Internet at the maximum",1
"connect the 100 mbit tariff",2
"I'm looking for the cheapest tariff",3
"connect Kaspersky",4
"subtract a separate ip",5
"need a personal manager",6
"subtract a branded router",7
"hello how are you?",8
"and what happens if all tariffs are turned off?",8
"can you tell me a joke?",8
"tell me the weather in Paris",8
"what's better a TV series or a book?",8
"how do I connect a cable from a neighbor?",8
"is it possible without the Internet somehow?",8
"what are the tariffs for cats?",8
"I want Internet without Internet",8
"what is an antivirus?",8
"why is the water wet?",8
"do you know the meaning of life?",8
"what tariff do elephants connect?",8
"is there Internet on the moon?",8
"how much does the cloud weigh?",8
"can you tell what love is?",8
"what is the speed of light?",8
"how to get to the library?",8
"do you know what will happen tomorrow?",8
"connect me in a good mood",8
"is it possible to subscribe to happiness?",8
"how to become a programmer?",8
"why is the sky blue?",8
"I would like a tariff for a million",8
"is it possible to connect the Internet in a dream?",8
"what is the tariff for the elephant?",8
"is there a tariff for the mouse?",8
"how to connect happiness?",8
"is it possible to connect the Internet and turn off the Internet?",8
"which antivirus is better for sadness?",8
"how to pump up muscles?",8
"is there an Internet without the Internet?",8
"can you recommend something?",8
"what day is today?",8
"which planet is better for the Internet?",8
"is there an Internet for stones?",8
"how to connect optimism?",8
"what happens if it doesn't?",8
"why do I need the meaning of life?",8
"I want a tariff for 1000 years",8
"what kind of Internet does dolphins have?",8
"are there tariffs for fish?",8
"how to connect the air?",8
"why is the snow white?",8
"is it possible to turn off thoughts?",8
"does it make sense on the Internet?",8
"why do people talk?",8
"how to connect the Internet to the subconscious?",8
"is it possible to fly without wings?",8
"how to make the Internet happy?",8
"why are trees green?",8
"is the Internet sad?",8
"is it possible to subscribe to kindness?",8
"is there Internet in the sun?",8
"what is better: autumn or spring?",8
"how to become smarter?",8
"is it possible to order infinity?",8
"how to connect inspiration?",8
"what happens if you go online?",8
"how to remove the rain?",8
"why is the water so wet?",8
"connect the tariff for eternity",8
"do birds have Internet?",8
"what is the tariff in paradise?",8
"is it possible to turn off autumn?",8
"how to find the meaning of life?",8
"what happens if you get lost?",8
"what is the tariff in space?",8
"is there Internet on Venus?",8
"how to turn off thoughts?",8
"is it possible to subscribe to happiness?",8
"is there Internet for souls?",8
"is it possible connect a dream?",8
"what is the tariff for the stars?",8
"how to connect awareness?",8
"is there a tariff for dreams?",8
"is it possible to turn off reality?",8
"how to make the Internet kind?",8
"can I turn off the rain?",8
"what's on your mind?",8
"is it possible to connect faith?",8
"and if it were otherwise?",8
"what is the tariff in a parallel universe?",8
"is it possible to turn off winter?",8
"why do I need the Internet?",8
"can you tell me what the meaning of life is?",8
"how to connect happiness?",8
"is there an Internet for stones?",8
"how to connect optimism?",8
"what will happen if it doesn't?",8
"why do I need the meaning of life?",8
"I want a tariff for 1000 years",8
"what kind of Internet does dolphins have?",8
"are there tariffs for fish?",8
"how to connect the air?",8
"why is the snow white?",8
"is it possible to turn off thoughts?",8
"does it make sense on the Internet?",8
"why do people talk?",8
"how to connect the Internet to the subconscious?",8
"is it possible can I fly without wings?",8
"how to make the Internet happy?",8
"why are trees green?",8
"is the Internet sad?",8
"is it possible to subscribe to kindness?",8
"is there Internet in the sun?",8
"which is better: autumn or spring?",8
"how to become smarter?",8
"can I order infinity?",8
"how to connect inspiration?",8
"what happens if I go online?",8
"how to remove the rain?",8
"why is the water so wet?",8
"connect the tariff for eternity",8
"do birds have Internet?",8
"what is the tariff in paradise?",8
"is it possible to turn off autumn?",8
"how would you find the meaning of life?",8
"what happens if you get lost?",8
"what is the tariff in space?",8
"is there Internet on Venus?",8
"how to turn off thoughts?",8
"is it possible to subscribe to happiness?",8
"is there Internet for souls?",8
"is it possible to connect a dream?",8
"what is the tariff for the stars?",8
"how to connect awareness?",8
"is there a tariff for dreams?",8
"is it possible to turn off reality?",8
"how to make the Internet kind?",8
"can I turn off the rain?",8
"what's on your mind mind?",8
"is it possible to connect faith?",8
"and if it were otherwise?",8
"what is the tariff in a parallel universe?",8
"is it possible to turn off winter?",8
"why do I need the Internet?",8
"can you tell me what the meaning of life is?",8
"how to connect happiness?",8
"is there a tariff for dinosaurs?",8
"how to turn off autumn?",8
"is it possible to connect joy?",8
"is the Internet available in the sun?",8
"what happens if everything disappears?",8
"connect the Internet to my soul",8
"what is the tariff for happiness?",8
"why do the stars shine?",8
"can I subscribe to a dream?",8
"why are the leaves falling?",8
"how do I become an astronaut?",8
"is it possible to order a mood?",8
"what is the tariff for clouds?",8
"is there Internet in a parallel universe?",8
"how to connect creativity?",8
"how to download happiness?",8
"is it possible to give the Internet back?",8
"what if everything is fine?",8
"what is the tariff for the subconscious?",8
"how do I create the Internet?",8
"why is autumn so sad?",8
"can I subscribe to the light?",8
"why does the water flow?",8
"is there a tariff for love?",8
"how would you connect peace of mind?",8
"what happens if everything disappears?",8
"is it possible to turn off grief?",8
"why is the earth round?",8
"why is it needed at all Internet?",8
"what happens if you just leave?",8
"is it possible to believe in the Internet?",8
"what is the tariff for the forest?",8
"how to connect creativity?",8
"is there a tariff for penguins?",8
"how do I create happiness?",8
"why does the sun shine?",8
"is it possible to turn off sadness?",8
"can I add happiness?",8
"what is the tariff for trees?",8
"why do we need clouds?",8
"what happens if the sky disappears?",8
"is it possible to connect emotions?",8
"do animals have Internet?",8
"is it possible to connect air?",8
"how to turn off thoughts at night?",8
"what happens if you forget about everything?",8
"is it possible to subscribe to inspiration?",8
"how to add joy?",8
"does the mountains have a tariff?",8
"why is the sky high?",8
"how to connect creativity?",8
"is it possible to get a subscription to a dream?",8
"what does happiness mean?",8
"why do we need trees?",8
"is it possible to turn off winter?",8
"do cats have Internet?",8
"is it possible to turn off thoughts?",8
"what is the tariff for rain?",8
"why are we writing at all?",8
"how to connect confidence?",8
"can I turn myself off?",8
"what does it mean to live?",8
"what is the tariff for heaven?",8
"can I subscribe to a dream?",8
"how do I become an artist?",8
"what is the tariff for the river?",8
"how to become inspired?",8
"why do we need flowers?",8
"is it possible to connect a dream?",8
"what does inspiration mean?",8
"how to get freedom?",8
"does the wind have Internet?",8
"is it possible to turn off the past?",8
"what happens if you forget?",8
"how to connect a new future?",8
"is it possible to stop autumn?",8
"how to turn off memory?",8
"what happens if it doesn't?",8
"is it possible to subscribe to the world?",8
"how to turn off the rain?",8
"why do I need air?",8
"what happens if I stop breathing?",8
"is it possible to turn off the future?",8
"what kind of Internet does the sun have?",8
"can I subscribe to a vacation?",8
"how do I become the sea?",8
"why does the sun shine",8
